id,loss
571,1544.10424805
573,1556.68225098
574,806.296020508
581,2075.93481445
585,2022.58435059
589,1923.86364746
597,1641.13378906
601,3825.96435547
602,1668.43725586
613,1609.62414551
616,1391.02246094
619,2274.41259766
622,2180.46533203
623,1964.2331543
629,1528.27148438
634,1539.33898926
638,975.171691895
642,1068.04528809
643,2039.28552246
645,1039.7130127
648,6233.21191406
652,1386.4230957
664,1009.28289795
666,2026.17016602
672,858.682006836
676,2051.23632812
678,3862.08081055
682,1794.45959473
686,3070.84936523
688,2106.80004883
689,1217.79870605
690,1731.84350586
692,10318.6533203
695,1647.26428223
697,3575.18701172
698,2024.80859375
706,2482.07128906
708,1607.21484375
712,2559.28173828
715,4372.43457031
717,1384.11035156
725,3368.80395508
729,1160.82653809
737,1347.75354004
739,5230.11230469
747,3539.65869141
753,2684.04174805
758,2467.08618164
759,2055.69262695
763,1473.40466309
773,4330.01611328
774,2143.06958008
776,1692.74633789
788,3903.57861328
790,2528.09570312
794,1030.69042969
801,2710.72802734
802,1393.3092041
805,1184.14221191
809,4868.34863281
812,1644.2142334
825,2251.98681641
828,2288.9440918
830,1497.18774414
833,1273.09008789
850,6422.14648438
852,5688.16894531
862,1454.00061035
863,1389.96435547
864,1446.42749023
865,3288.62548828
868,7032.77636719
872,1420.78601074
879,5023.03417969
880,1412.77331543
883,1366.18579102
886,1342.15209961
923,1752.46020508
924,1595.00976562
932,1401.4576416
945,6583.56542969
947,6493.94384766
948,1988.34643555
955,2985.37402344
963,4130.94775391
979,1435.90893555
989,1372.19787598
994,2889.63085938
995,1703.55957031
998,1510.53308105
1000,3699.65478516
1018,1706.73571777
1019,1767.31835938
1028,1622.35522461
1034,1388.83129883
1038,1459.36914062
1040,1418.18652344
1042,1260.69213867
1057,6920.08349609
1058,2232.12890625
1063,1079.92529297
1066,4883.79101562
1071,4261.46386719
1073,4565.88427734
1074,2937.21289062
1077,2806.42895508
1080,9156.64257812
1088,909.053039551
1096,822.525268555
1097,11533.5058594
1105,5552.38574219
1115,1833.39685059
1116,2989.32714844
1122,2140.77832031
1130,5028.97021484
1133,1146.10058594
1137,1816.14550781
1140,2005.88415527
1143,7187.00927734
1149,5442.27832031
1150,880.614440918
1153,747.719299316
1157,710.362548828
1180,635.497253418
1183,859.443847656
1188,1594.92749023
1193,1097.22241211
1200,759.244934082
1209,3697.73583984
1214,1949.11303711
1219,2231.43334961
1223,5973.65869141
1227,843.717102051
1228,1416.19128418
1229,4573.62109375
1233,1156.5826416
1238,6216.640625
1239,1859.08105469
1241,3290.01611328
1243,1765.2220459
1244,1213.9309082
1245,3412.5246582
1277,4036.54492188
1279,3162.32055664
1292,11080.5048828
1293,1435.06860352
1299,8231.91015625
1304,2990.37646484
1313,3628.24536133
1328,2151.01025391
1330,939.557983398
1334,1565.03186035
1335,1292.5065918
1336,6004.66552734
1341,1005.05889893
1344,1065.97705078
1351,982.604797363
1352,2862.93994141
1354,1454.45214844
1368,4452.71435547
1373,1542.53601074
1375,723.18560791
1381,1844.13183594
1384,4263.33300781
1385,4314.16064453
1388,5549.015625
1401,5735.88476562
1402,2320.90771484
1404,1493.4230957
1406,1356.80151367
1409,1030.0456543
1422,1483.8503418
1429,3536.71728516
1433,5515.96191406
1438,1073.70202637
1444,1237.01208496
1446,1199.3861084
1450,1152.04931641
1451,752.984130859
1454,1803.20385742
1458,2330.53198242
1461,3064.24072266
1464,5970.76025391
1465,1054.01879883
1478,2093.6159668
1479,1636.28479004
1480,2690.13330078
1484,2292.28759766
1486,1039.86730957
1488,831.529296875
1489,3358.24609375
1491,1054.48461914
1507,2077.12939453
1515,1976.8034668
1519,2645.17578125
1528,1701.37634277
1529,1010.08984375
1530,2904.48388672
1532,1134.89172363
1541,1613.34594727
1542,3063.4050293
1547,1492.48596191
1549,1171.16015625
1553,2274.19238281
1554,2739.56787109
1555,1397.57788086
1559,1507.68847656
1565,1377.71740723
1568,1124.75500488
1576,2992.08349609
1579,933.724609375
1592,944.180786133
1596,3333.16650391
1605,928.280151367
1607,1575.82983398
1612,2144.33447266
1617,2926.52075195
1619,2257.2277832
1620,8097.70556641
1624,2303.4777832
1627,1325.06567383
1633,1761.24414062
1636,1265.0489502
1639,1097.25354004
1640,4345.19677734
1644,1063.03295898
1646,1383.12463379
1647,2266.98242188
1654,1442.90551758
1655,3060.85229492
1664,5781.18896484
1665,2088.9440918
1667,5687.94384766
1669,1186.14306641
1678,1950.7434082
1682,2012.72229004
1689,1084.71032715
1690,2504.49291992
1693,5463.15917969
1695,937.420898438
1705,2092.23461914
1706,2226.28442383
1708,1985.90600586
1716,1915.27563477
1720,7916.13183594
1722,1552.84411621
1749,3984.48193359
1750,1755.2890625
1751,6073.62939453
1760,2896.18896484
1763,4711.05371094
1770,1582.84594727
1777,1992.15454102
1785,4875.02636719
1791,1243.51049805
1794,4475.32958984
1800,1264.55432129
1816,1190.48925781
1817,1132.01977539
1821,3103.18359375
1836,1403.47338867
1838,1636.03747559
1851,1915.49182129
1852,2722.68041992
1854,2496.81787109
1856,783.973937988
1865,750.80456543
1872,1083.76293945
1878,761.104675293
1880,891.798522949
1881,1304.52185059
1882,1798.6439209
1886,834.575805664
1892,1604.23876953
1894,2495.21264648
1898,2405.21875
1899,2450.47436523
1902,1154.05224609
1903,3716.74682617
1906,1284.37805176
1910,2427.27539062
1911,1682.10412598
1914,3540.31884766
1929,3399.2824707
1932,1521.7331543
1952,1013.93347168
1959,1329.25744629
1960,1623.24291992
1976,4181.70410156
1980,2993.39306641
1981,1926.19458008
1987,2013.70080566
1994,1628.41577148
2000,889.536499023
2008,2261.765625
2011,2063.76757812
2012,5474.42382812
2019,1734.640625
2022,3088.87402344
2024,6853.4765625
2028,910.718078613
2030,4608.15380859
2031,7151.34472656
2047,1743.21118164
2049,630.220458984
2050,1561.6114502
2051,4026.26489258
2056,1702.04003906
2057,1097.59484863
2059,2330.41210938
2069,3724.30541992
2085,1914.2043457
2089,926.758117676
2090,1487.27075195
2101,2734.24780273
2114,2673.47314453
2115,1422.7923584
2118,1227.9005127
2119,2329.2565918
2125,1584.11743164
2128,3278.00048828
2129,1516.47912598
2132,1801.15881348
2133,2092.65283203
2135,831.118774414
2136,1725.62463379
2143,1269.61108398
2144,1120.57373047
2145,2338.52539062
2152,2011.28674316
2160,3667.3034668
2166,1330.57653809
2169,1044.69567871
2170,1705.52563477
2172,1752.63598633
2181,1709.3470459
2183,1630.39929199
2185,3089.48901367
2188,2333.01513672
2189,2127.11083984
2194,4499.79980469
2202,1447.95581055
2208,2998.70166016
2227,1926.7467041
2230,5277.80664062
2235,2050.27758789
2236,1562.50231934
2244,7391.21386719
2248,1357.5715332
2252,1431.77856445
2254,1616.08178711
2260,5853.22363281
2263,1777.53125
2274,1641.80541992
2277,1095.55273438
2279,6299.859375
2280,12667.0234375
2283,2500.65600586
2284,736.817016602
2288,3301.30126953
2292,1915.4777832
2295,4973.50878906
2296,1104.14245605
2299,2564.53955078
2315,5422.99707031
2318,1505.55297852
2329,10468.9355469
2337,1489.0065918
2340,1078.67773438
2342,1977.7277832
2347,2543.82495117
2349,4380.51318359
2354,1246.08044434
2361,2318.0637207
2370,1512.7791748
2378,2912.94506836
2382,3839.85595703
2387,1596.87939453
2389,1896.65063477
2394,1399.57861328
2396,2252.60498047
2400,2609.44042969
2407,2658.52392578
2414,1122.97766113
2415,1832.56408691
2421,2095.45629883
2427,1547.0592041
2428,2389.82739258
2430,2487.99731445
2435,2247.65698242
2445,5618.30615234
2446,1531.72692871
2447,1315.46496582
2449,1820.16186523
2451,1704.35449219
2458,16348.6894531
2462,10381.0771484
2463,2766.88232422
2467,2264.27124023
2471,6265.65673828
2475,2534.01904297
2478,3381.65942383
2483,4465.24707031
2485,1063.25561523
2487,1103.9642334
2494,704.510253906
2497,1761.22033691
2499,1421.59643555
2503,1670.17651367
2513,2630.40698242
2515,1837.53552246
2522,1304.70581055
2523,1594.17700195
2528,2610.77539062
2532,4907.34667969
2536,1067.69311523
2538,1495.60095215
2539,1012.2321167
2540,2611.71533203
2545,5029.34863281
2548,1084.67041016
2549,960.744140625
2553,2461.50439453
2563,1513.44213867
2566,2275.50415039
2574,1366.67663574
2575,2392.47900391
2584,2576.35229492
2588,2490.31762695
2589,929.709960938
2592,1795.86950684
2596,1410.51416016
2598,1669.15258789
2602,1008.91174316
2603,1516.99902344
2607,2543.16918945
2609,1524.64526367
2611,5607.06689453
2627,1499.65466309
2628,1743.05212402
2630,3049.55615234
2633,2193.34936523
2636,6631.6953125
2640,960.271789551
2641,1193.02038574
2657,4549.56884766
2659,934.911743164
2662,1146.2076416
2663,1759.57543945
2667,2064.34619141
2670,851.277832031
2682,2177.4609375
2694,3148.05834961
2699,6959.65527344
2700,2979.08959961
2703,5112.80175781
2708,2098.51586914
2714,924.243530273
2725,624.932739258
2726,1248.19714355
2727,1356.02453613
2732,2124.25634766
2733,5455.86621094
2736,5433.96777344
2745,2615.88012695
2760,1327.89099121
2764,1899.14257812
2765,6579.81542969
2766,631.118041992
2775,1779.46325684
2783,1550.54614258
2784,1155.33166504
2786,2272.84130859
2801,1326.77416992
2803,1879.0715332
2813,5601.67089844
2815,6982.92285156
2816,1605.4230957
2818,2812.70922852
2819,2239.01708984
2822,1268.08984375
2825,1903.69140625
2826,1456.7331543
2830,1504.56420898
2834,1211.24121094
2835,5215.61083984
2856,2469.66333008
2873,5961.79931641
2886,5524.99560547
2892,2845.90893555
2896,1048.20031738
2897,1049.30163574
2899,2153.66430664
2901,1100.56713867
2909,5149.02294922
2914,2759.24755859
2915,1141.50415039
2916,2303.06665039
2919,876.702941895
2926,2159.63427734
2927,1952.4543457
2933,1560.97729492
2934,2934.58569336
2941,1802.00854492
2942,1868.86401367
2946,2528.94116211
2949,1702.49047852
2952,1731.91247559
2957,9120.18945312
2962,1808.09570312
2963,966.717590332
2965,1907.08728027
2966,5768.05371094
2971,2038.79553223
2975,708.295043945
2979,966.161743164
2985,7946.40869141
2995,2434.81713867
2996,1434.83813477
3001,3484.95629883
3007,2003.5612793
3008,887.796386719
3014,3420.41015625
3017,10906.2441406
3021,1335.16137695
3025,2282.234375
3026,897.47088623
3034,2461.18383789
3035,2143.7421875
3044,2530.34814453
3046,2942.83862305
3047,5952.76855469
3057,3710.36206055
3059,5990.35498047
3063,4068.43676758
3065,1328.94494629
3067,2560.9050293
3069,1694.25610352
3076,3412.09521484
3086,1239.62475586
3088,1983.28320312
3090,1992.30371094
3096,2792.76635742
3100,1140.2121582
3102,1999.39453125
3103,2146.89892578
3107,1090.3470459
3118,1092.66247559
3120,4390.77539062
3123,2204.19677734
3128,1233.2109375
3132,1721.57226562
3140,1612.6027832
3152,2575.72705078
3165,2622.4909668
3183,1002.65216064
3190,1055.55505371
3197,2120.5769043
3201,1319.57495117
3203,1722.26013184
3214,2448.08227539
3219,2081.29370117
3220,1377.0859375
3221,3892.34814453
3229,1551.61523438
3234,1095.20288086
3235,3247.65283203
3240,1629.63842773
3241,1576.58911133
3249,1862.28881836
3254,923.708496094
3264,3713.16064453
3266,2142.61328125
3270,908.783569336
3282,1730.24450684
3285,1614.60864258
3289,1261.76098633
3291,1667.44018555
3295,1598.81066895
3299,852.734008789
3302,1415.03588867
3303,6395.3046875
3308,3321.3190918
3309,3537.18945312
3324,2059.2734375
3327,6028.07421875
3330,3720.97021484
3335,1335.91479492
3339,1740.33947754
3340,2553.14599609
3343,1366.1262207
3350,2903.08276367
3353,1679.23632812
3356,8614.84863281
3361,3139.2043457
3368,963.68927002
3376,1520.84838867
3381,1128.88195801
3383,2698.78271484
3397,2798.9987793
3403,2149.89599609
3405,1746.55859375
3410,1610.59399414
3412,2199.80566406
3416,2483.78564453
3417,1674.99121094
3423,2467.4206543
3427,7151.56884766
3435,3196.97509766
3439,1252.32104492
3441,2176.88134766
3450,1417.16625977
3453,1054.03527832
3454,1313.21472168
3458,9620.89257812
3459,1545.39868164
3467,3232.83398438
3469,4384.359375
3477,1084.14685059
3478,8176.1640625
3482,971.369140625
3484,4986.61425781
3506,2338.37817383
3515,6550.09375
3522,2674.92114258
3523,1547.91772461
3526,1214.87475586
3532,1523.55932617
3534,1885.24121094
3537,1110.31091309
3539,1011.44921875
3542,4748.93212891
3545,1439.25878906
3552,1599.82470703
3554,1363.64916992
3573,1883.60705566
3576,1135.6574707
3577,2630.22631836
3580,1581.62805176
3583,1081.67919922
3584,1495.52062988
3609,1142.19934082
3613,4818.33398438
3623,2146.11865234
3624,3261.40869141
3638,8330.10742188
3642,2215.68701172
3643,2529.46728516
3647,1339.03430176
3653,1752.43164062
3654,4584.54931641
3656,1502.57519531
3658,892.671691895
3659,3855.71557617
3663,5832.40625
3664,3320.72900391
3666,973.698242188
3681,1338.7598877
3689,2741.15844727
3694,2712.12353516
3695,1565.70166016
3699,1526.97937012
3701,2087.70166016
3704,3484.11181641
3721,1241.046875
3726,3682.17333984
3727,2716.61645508
3729,2513.89990234
3731,4281.8828125
3738,1295.07788086
3740,2752.18188477
3744,1684.66088867
3757,1100.00622559
3758,963.264038086
3778,1471.18139648
3781,3971.58740234
3790,6268.22753906
3796,1100.66235352
3798,7086.046875
3804,1183.72521973
3813,1072.95043945
3814,1163.30371094
3815,2766.01904297
3818,2164.62255859
3823,2668.1550293
3826,7677.72509766
3831,1654.86425781
3834,3486.53125
3835,2557.66796875
3849,2448.4050293
3850,2369.47314453
3855,2314.17407227
3864,2751.88134766
3867,1693.77270508
3871,1194.10791016
3879,1753.43969727
3880,2520.05834961
3882,3416.82958984
3884,8900.06640625
3893,1756.4050293
3895,1530.9251709
3901,3229.03637695
3903,980.225891113
3913,1577.78515625
3921,1805.63012695
3929,2381.57299805
3947,910.446105957
3962,1935.12463379
3963,954.041320801
3966,1849.23083496
3975,1690.78735352
3976,6013.36230469
3977,2626.41162109
3978,1304.53833008
3979,972.287780762
3983,1843.39001465
3985,869.670288086
3989,8962.78613281
3992,1809.75939941
3995,2093.68408203
4008,2322.52294922
4013,1839.95239258
4029,1927.02380371
4035,3047.47412109
4040,2110.5715332
4048,894.590148926
4060,2236.35864258
4066,1284.0670166
4075,883.230102539
4079,2062.22412109
4083,1167.3392334
4091,1733.6953125
4092,6196.41699219
4093,2757.43920898
4098,3280.05810547
4108,1269.51208496
4109,905.944152832
4110,3080.04541016
4116,2114.36669922
4129,1676.01074219
4130,4064.4675293
4140,2041.16699219
4146,1585.14904785
4150,3600.35693359
4151,7628.08349609
4153,1400.40454102
4169,6140.29931641
4170,2029.74829102
4179,1435.42163086
4183,4373.97265625
4188,3110.84399414
4190,1673.25683594
4193,1500.21228027
4201,8451.58886719
4205,1361.51733398
4210,2169.51855469
4226,2103.16894531
4229,1821.84899902
4241,2815.12231445
4242,1285.15319824
4257,3511.6796875
4258,724.117736816
4260,2439.52246094
4263,5436.57128906
4267,839.097290039
4273,2156.19140625
4274,1633.13696289
4277,1352.60388184
4281,1483.3659668
4283,5010.12353516
4293,2589.08496094
4294,1415.95153809
4305,3575.15356445
4307,3073.96020508
4318,1511.55041504
4325,2264.23486328
4327,4612.82421875
4332,2749.07861328
4335,4033.94726562
4336,4117.54541016
4337,760.045227051
4339,4091.07739258
4343,1361.00219727
4346,966.667663574
4348,1674.9720459
4350,3787.17431641
4358,2132.41845703
4359,2179.64379883
4363,1651.39550781
4366,4679.43212891
4374,979.065429688
4375,2127.28588867
4377,1095.68041992
4393,3119.01196289
4395,2268.37084961
4400,1017.80847168
4402,6634.35400391
4404,8291.90332031
4415,2433.4987793
4418,2148.63427734
4422,1487.99230957
4430,1400.90429688
4432,1740.3671875
4433,1183.98083496
4435,5300.60449219
4438,1808.96362305
4444,1905.92736816
4447,1982.43041992
4451,5016.10644531
4452,2012.32446289
4457,1451.88122559
4459,3272.71240234
4469,1363.60644531
4471,7850.37988281
4486,1110.2220459
4488,2521.30419922
4510,1246.55822754
4515,1080.49572754
4527,4158.85888672
4530,1023.8157959
4534,918.735656738
4535,3458.63134766
4536,1382.78051758
4548,2852.17114258
4549,1592.25036621
4551,5753.10839844
4556,2874.97558594
4559,748.970336914
4564,1394.2565918
4570,3952.84423828
4575,7268.55175781
4584,3030.30419922
4585,2813.44189453
4591,1466.75622559
4592,2415.88330078
4593,2008.74060059
4594,1088.50378418
4598,1142.54516602
4607,2510.703125
4608,1007.97753906
4620,2111.9519043
4621,3379.34960938
4625,2547.71875
4635,2762.37841797
4638,4965.29833984
4652,2393.88916016
4657,2764.62695312
4658,1623.80407715
4666,5960.94042969
4672,1359.015625
4676,2541.43481445
4680,1256.88012695
4681,5900.81152344
4683,3217.22802734
4684,1346.7800293
4689,2660.29443359
4690,2593.44384766
4692,1813.71459961
4697,1859.72009277
4700,1819.49377441
4705,16935.2382812
4721,1785.91345215
4726,1778.67407227
4729,961.499206543
4731,4652.16894531
4736,2102.49609375
4739,1879.32250977
4740,1801.2467041
4753,1067.41381836
4754,2270.23242188
4755,4879.06640625
4756,1101.7598877
4759,1673.80957031
4764,1286.84631348
4771,2902.90405273
4772,1744.22619629
4776,848.616088867
4780,2747.17431641
4784,1620.67480469
4786,1466.16564941
4787,3235.64404297
4789,1048.10375977
4794,1941.56518555
4800,1895.44763184
4807,2962.91967773
4813,7572.36230469
4818,2608.69970703
4823,11285.6191406
4824,1873.74487305
4829,2368.64306641
4830,912.3203125
4835,2238.84814453
4844,1589.4732666
4845,1655.21875
4846,2671.2902832
4847,899.356811523
4854,2716.22998047
4857,3252.15698242
4861,1009.26025391
4863,1334.08557129
4866,2757.27490234
4869,3663.45849609
4871,1480.08996582
4872,2014.51367188
4875,2736.41699219
4877,8942.21679688
4878,1012.96368408
4885,1723.04553223
4886,1362.16625977
4888,3495.81958008
4890,1196.67578125
4896,1046.86987305
4899,2396.63891602
4913,760.994262695
4916,2036.20019531
4920,3760.99682617
4925,2578.45898438
4934,2023.75354004
4941,2551.22851562
4946,1658.32739258
4954,2703.63378906
4956,1224.86901855
4958,4188.74316406
4965,1223.64453125
4966,1202.62182617
4970,2760.50048828
4977,1915.29162598
4980,2290.37426758
4984,2016.0222168
4995,971.109008789
4997,2550.67236328
4999,1962.2277832
5005,3440.04492188
5011,1676.296875
5015,2508.20458984
5016,2504.70629883
5019,2654.49194336
5024,2062.88964844
5030,1931.7454834
5031,1628.6126709
5034,2187.82666016
5047,10612.9550781
5048,2127.5324707
5052,1478.65405273
5061,2007.39086914
5062,12431.5449219
5067,3640.0769043
5068,4227.14501953
5077,1357.6887207
5079,1883.68786621
5090,2761.75146484
5094,2000.51306152
5103,2081.68701172
5104,852.220397949
5106,2032.85119629
5107,2097.21630859
5110,1202.63635254
5114,1603.23535156
5116,4261.15185547
5121,5900.98681641
5122,3168.64355469
5124,1021.88085938
5132,3801.17822266
5133,1793.1484375
5138,2097.17456055
5143,2073.98413086
5153,1402.1418457
5154,1838.96606445
5155,935.627441406
5160,1690.79260254
5169,3738.13867188
5172,3598.18017578
5173,2899.92041016
5179,1034.01574707
5182,2844.47290039
5187,1134.51635742
5192,3011.03930664
5211,1406.10388184
5213,3101.3840332
5219,954.168945312
5225,2907.02026367
5226,1073.81591797
5227,4869.19628906
5228,1652.60083008
5239,2866.11230469
5241,1274.60693359
5244,2206.74853516
5248,3840.55004883
5260,1390.953125
5266,1105.78112793
5273,1805.49194336
5280,7701.91796875
5298,4096.15820312
5300,1165.97753906
5306,3300.1015625
5307,1258.28955078
5311,4739.55517578
5316,1079.66271973
5323,776.701477051
5332,1564.85913086
5336,1603.71936035
5338,957.592407227
5342,2973.35888672
5347,1477.15637207
5355,3580.33862305
5357,1866.08276367
5362,1394.69604492
5363,1224.97729492
5364,1046.12866211
5366,2132.10668945
5374,5345.74365234
5375,756.802734375
5379,2716.61083984
5380,2051.56591797
5383,831.176147461
5385,1571.40563965
5390,1983.42773438
5393,3966.72460938
5398,1951.8449707
5411,2630.11669922
5414,936.730834961
5429,1403.09350586
5432,9947.8046875
5436,1236.9017334
5437,4737.44384766
5439,1222.17480469
5440,2805.03466797
5449,1437.69311523
5458,1347.04907227
5460,961.885375977
5462,1159.82836914
5463,2213.72705078
5465,2473.23754883
5467,3587.13330078
5475,2533.78369141
5483,1986.02929688
5485,1228.37658691
5489,1584.32092285
5493,2638.37255859
5497,819.379760742
5501,1476.51855469
5506,1289.04577637
5507,1395.02124023
5510,3292.93676758
5524,4381.80078125
5531,1417.18640137
5542,4082.1875
5543,1512.50073242
5544,3881.54760742
5552,1585.38745117
5560,2273.15478516
5563,3711.19335938
5573,2451.90429688
5579,1010.48358154
5584,3192.25634766
5585,9745.79980469
5594,1486.41381836
5595,1764.81323242
5597,1668.24584961
5598,1402.86791992
5604,1599.61645508
5606,1492.8359375
5610,1068.21911621
5615,4571.21386719
5631,1336.00170898
5637,1353.66796875
5646,1485.4263916
5656,2913.71826172
5658,10583.3623047
5666,1612.671875
5668,2176.05786133
5673,1396.2565918
5680,1307.70532227
5691,2594.17651367
5692,7401.13037109
5693,2221.50219727
5697,2882.98950195
5698,1710.34863281
5700,1969.06835938
5704,1973.31713867
5705,1793.00390625
5707,974.42565918
5710,961.750976562
5716,917.702453613
5720,1408.45471191
5722,2165.76513672
5727,1890.62963867
5733,1365.97924805
5737,2386.34448242
5742,3531.68554688
5747,889.892944336
5760,2773.08276367
5774,1566.10095215
5788,5365.73193359
5796,1754.05297852
5797,1362.55493164
5800,2248.40869141
5812,1499.67749023
5814,1223.04589844
5818,1140.88879395
5819,3177.93164062
5823,4074.99536133
5826,2409.50341797
5830,1880.2121582
5831,1510.09057617
5846,2337.74804688
5864,2224.41162109
5869,687.57421875
5870,3985.40893555
5879,1358.75476074
5883,9429.5546875
5886,1238.57946777
5889,4768.87402344
5904,2163.19116211
5905,1022.78009033
5910,2753.58129883
5911,2306.60888672
5914,1743.4987793
5915,1642.68713379
5920,1168.24060059
5925,1814.53063965
5926,1780.81640625
5934,2761.81445312
5939,3080.73193359
5941,996.173217773
5943,1048.28369141
5949,3011.73461914
5961,1817.64355469
5965,4067.2199707
5966,2623.86767578
5969,738.734008789
5970,2384.38549805
5978,3019.31396484
5979,2448.75634766
5983,1458.8972168
5985,6248.92285156
5989,1220.05395508
5997,1525.28845215
6004,2048.95410156
6010,3745.7434082
6013,1455.22827148
6019,1594.81518555
6020,1308.07507324
6032,1140.0534668
6036,4543.43115234
6037,5378.21679688
6039,1718.87670898
6050,1678.63122559
6051,1556.70593262
6053,4081.22998047
6057,1609.66479492
6059,1209.55004883
6067,4458.70458984
6068,1422.28637695
6075,1380.78051758
6078,793.573120117
6079,4639.32910156
6080,3729.31835938
6082,4764.69238281
6084,1353.90979004
6091,2749.80517578
6092,1422.90185547
6093,4701.81396484
6096,1745.80566406
6102,1719.07165527
6105,1621.86523438
6116,1415.00952148
6122,921.545715332
6126,943.521362305
6131,4394.97363281
6140,5066.96337891
6141,1266.04504395
6146,948.795043945
6147,2180.42114258
6157,2875.33129883
6162,1915.62756348
6163,2439.92431641
6165,2253.60498047
6170,7425.27832031
6208,1793.25805664
6216,3850.66723633
6218,1720.18981934
6223,2585.61816406
6224,2286.52978516
6227,1765.90844727
6240,9654.92675781
6241,1529.07226562
6246,1305.62280273
6248,3882.56103516
6249,1123.3638916
6255,1572.4519043
6261,2986.73242188
6262,7365.32128906
6269,1672.75854492
6271,2352.06567383
6278,2614.63134766
6284,1537.96875
6285,1480.72180176
6287,1136.22631836
6288,2062.31225586
6291,2253.30224609
6296,972.643859863
6297,2791.70166016
6304,1728.33129883
6309,2987.22167969
6310,1036.6661377
6311,2294.89038086
6316,1242.93457031
6319,1470.05932617
6332,8698.27832031
6335,6076.82617188
6336,1315.64001465
6341,1135.78051758
6359,1241.58569336
6369,1652.36499023
6375,806.120910645
6378,3009.26416016
6380,3085.80859375
6385,9327.00585938
6387,8132.45166016
6391,2581.04125977
6392,784.489868164
6393,2464.10717773
6400,871.041870117
6411,2614.99414062
6415,2128.34570312
6416,2511.71411133
6419,2105.59155273
6421,1191.73498535
6432,2301.81884766
6438,1608.03173828
6444,1070.12145996
6445,1604.27111816
6446,1335.09716797
6448,8111.66015625
6452,1293.66687012
6459,2047.29760742
6470,3646.96020508
6475,909.063171387
6484,2701.84008789
6492,2482.1027832
6502,1881.99804688
6505,1271.87255859
6506,1797.95043945
6513,1742.62890625
6514,2725.08837891
6524,5206.09667969
6525,758.535461426
6528,1626.00244141
6529,8417.59277344
6531,1930.60864258
6538,1608.15612793
6541,3359.21289062
6546,2823.49902344
6553,870.305541992
6563,753.274963379
6567,1670.09924316
6586,5444.84130859
6588,2524.96191406
6589,4349.06884766
6591,3536.5078125
6596,1290.85534668
6607,1613.45996094
6613,9656.015625
6615,1962.54125977
6625,1313.76953125
6629,3116.26806641
6630,2766.48046875
6632,1343.57104492
6640,996.600708008
6645,2821.98046875
6648,2535.24145508
6656,1836.1607666
6658,2604.52441406
6661,1620.24926758
6663,2184.09399414
6665,3220.56494141
6673,1713.14526367
6676,1565.78601074
6681,1221.02441406
6683,1578.75585938
6684,852.58984375
6695,1144.2565918
6697,1687.42993164
6700,2681.81762695
6702,1216.66491699
6703,1560.7520752
6704,3656.28637695
6712,4376.21240234
6716,3830.93505859
6723,1188.67468262
6733,3773.7668457
6734,2131.78759766
6739,3144.49975586
6743,642.602294922
6746,1653.87915039
6756,1286.09631348
6758,1579.43981934
6765,983.759643555
6772,2376.96728516
6776,3442.49951172
6777,1726.29785156
6784,2454.42651367
